geometry,pipeline,q,standardize,classifier,cv_accuracy,cv_acc_std,cv_precision,cv_recall,cv_auc,cv_runtime_s,ho_accuracy,ho_precision,ho_recall,ho_auc,ho_runtime_s
BW,A-Full,,False,knn,0.9248395764185238,0.014733645444315041,0.92946665199054,0.9247888723298558,0.9920346375021036,4653.410555362701,0.9312762973352033,0.9334602871761742,0.9313167452702337,0.9933181318747221,1459.717764377594
BW,A-Full,,True,knn,0.9416740048318996,0.004760836932043246,0.9447987088642442,0.9416393442622949,0.9935350487079203,4381.412703752518,0.9375876577840112,0.9395212906393745,0.9376050306282864,0.9933523557251429,1530.0672476291656
BW,B-PCA,5.0,False,knn,0.6864128790444579,0.013866443209593992,0.6976419196420974,0.6863238946845505,0.9273259337185088,4331.846871376038,0.7061711079943899,0.7082965798639752,0.7064075459424296,0.9377618793715794,1188.4612481594086
BW,B-PCA,5.0,True,knn,0.7420361715098557,0.011700714991533122,0.7443836292706452,0.7418827620466965,0.9467342796825722,3690.9254417419434,0.7510518934081346,0.7514809173153907,0.7512820512820512,0.9509814517970638,803.9661829471588
BW,B-PCA,10.0,False,knn,0.8253205084784033,0.016915925377384962,0.8326486722658671,0.825176353700944,0.9685314266509838,4376.631973028183,0.8485273492286115,0.8521436780471207,0.8486528974901068,0.9750304825946364,1488.7334952354431
BW,B-PCA,10.0,True,knn,0.8400537379484749,0.01025918484674582,0.8442161290420642,0.8399552906110284,0.9759873689991897,3751.3852229118347,0.8436185133239832,0.8446217569508356,0.8438065810158834,0.9768743052931409,845.258321762085
BW,B-PCA,20.0,False,knn,0.889364401995981,0.01933322329166425,0.8933203092578808,0.8892647789369101,0.9854879302983445,4297.231490373611,0.9116409537166901,0.9131884042385725,0.9116712744619722,0.9875159631193046,1673.4514095783234
BW,B-PCA,20.0,True,knn,0.9052952200320622,0.0071899008407560515,0.9081624949356313,0.9052061599602583,0.9896506412325742,3714.3567893505096,0.9172510518934082,0.9188132526544035,0.9172765219276847,0.9906243389659765,843.7279939651489
BW,C-UMAP,5.0,False,knn,0.8271308902887851,0.021952052965223293,0.8401650953483678,0.827103825136612,0.9507935669999329,4701.109325170517,0.861851332398317,0.8695463455397764,0.8619016642272456,0.9631670231956633,1561.4510579109192
BW,C-UMAP,5.0,True,knn,0.8746325272641062,0.015562587098834926,0.884485750707835,0.8745355191256831,0.9640730018536343,3974.761004447937,0.8835904628330996,0.8894815621220716,0.8835854068412208,0.9627445347943009,980.0168042182922
BW,C-UMAP,10.0,False,knn,0.8253268305899886,0.02129118290731442,0.8393545228430351,0.8252459016393443,0.9513137179996279,4616.470695257187,0.8625525946704067,0.8699217140119643,0.8625955439908929,0.9631144569862348,1867.691044330597
BW,C-UMAP,10.0,True,knn,0.8788448598974915,0.0198716553519485,0.8866175053792917,0.8787928464977645,0.963929325164729,4671.420497894287,0.8884992987377279,0.8940189202774708,0.8885130373502467,0.9655168749906046,1155.5793776512146
